,Unnamed: 0,Name,Location,Locality,City,Cuisine,Rating,Votes,Cost,State
3240,3240,Kokommo,"Mahabalipuram, South Chennai", South Chennai,Chennai,Finger Food,4.4,20,2500,Tamil Nadu
3241,3241,Palms Kitchen,"Fairfield by Marriott,GST Road, South West Chennai", South West Chennai,Chennai,"North Indian,  Oriental ,  Fast Food,  Italian",2.9,12,1500,Tamil Nadu
3242,3242,Ideal Garden Restaurant,"Mahabalipuram, South Chennai", South Chennai,Chennai,"Multi-Cuisine,  North Indian,  Chinese,  Continental",2.8,4,1000,Tamil Nadu
3243,3243,Wharf 2.0,"Radisson Blu Resort Temple Bay Mamallapuram,Mahabalipuram, South Chennai", South Chennai,Chennai,"Italian,  North Indian,  Continental",4.6,59,3000,Tamil Nadu
3244,3244,Waters Edge Cafe,"Radisson Blu Resort Temple Bay Mamallapuram,Mahabalipuram, South Chennai", South Chennai,Chennai,"Multi-Cuisine,  North Indian,  South Indian,  Mediterranean",4.2,35,3000,Tamil Nadu
3245,3245,Moonrakers,"Mahabalipuram, South Chennai", South Chennai,Chennai,"North Indian,  Chinese,  Continental,  Seafood",2.7,20,700,Tamil Nadu
3246,3246,ABs - Absolute Barbecues,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.4,1294,1200,Telangana
3247,3247,Ohri's Jiva,"Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Rajasthani,  Fast Food",4.1,881,1100,Telangana
3248,3248,ABs - Absolute Barbecues,"Pammasani Complex,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.3,1911,1200,Telangana
3249,3249,Krishnapatnam,"Shreshta Aura,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"South Indian,  Andhra,  North Indian",4.0,393,1600,Telangana
3250,3250,Parampara - Flavours of india,"ANR Center,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  South Indian",4.0,160,1000,Telangana
3251,3251,By The Bay - Bar Exchange,"Khairatabad, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Italian,  Continental",4.1,357,1600,Telangana
3252,3252,A'La Liberty,"Leela Gopal Towers,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.1,791,800,Telangana
3253,3253,Amogham - The Lake View Restaurant,"Khairatabad, Central Hyderabad", Central Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Mughlai",3.8,1427,1000,Telangana
3254,3254,Exotica,"12th Square Building,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Mughlai",4.4,775,2800,Telangana
3255,3255,Headquarters,"Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Oriental ",4.2,642,1600,Telangana
3256,3256,10 Downing Street,"Lifestyle Building,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Finger Food",4.4,314,2000,Telangana
3257,3257,Jalpaan,"Oasis Centre,Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Italian,  Chinese,  Continental",4.1,712,1200,Telangana
3258,3258,Pakka Local Signature,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Andhra,  South Indian",4.3,41,900,Telangana
3259,3259,Verandah,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.0,279,3300,Telangana
3260,3260,The Spicy Venue,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Andhra,  Chinese",4.2,425,1100,Telangana
3261,3261,Bikanervala,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mithai,  North Indian,  Chinese,  South Indian,  Street Food,  Fast Food",4.3,450,1000,Telangana
3262,3262,Cream Stone,"The Platinum Hotel,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.1,64,400,Telangana
3263,3263,Aqua,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Finger Food,  Fast Food",4.1,326,2800,Telangana
3264,3264,Kismet,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,Finger Food,4.1,130,3300,Telangana
3265,3265,One Fine Day,"Necklace Road, Secunderabad", Secunderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",5.0,1,300,Telangana
3266,3266,Ohri's - Gufaa,"Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Mughlai",4.1,631,1900,Telangana
3267,3267,Cream Stone,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.1,14,400,Telangana
3268,3268,Aish,"The Park,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Seafood,  Hyderabadi",4.4,127,2400,Telangana
3269,3269,36 Downtown,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Continental",4.3,1154,2500,Telangana
3270,3270,Spice 6 - The Arab Villagio,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Lebanese,  Arabian",4.2,328,1200,Telangana
3271,3271,Chili’s American Grill and Bar,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  American",4.4,442,1800,Telangana
3272,3272,Seven Spices,"Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Andhra,  North Indian,  Biryani",4.2,32,900,Telangana
3273,3273,Ice n Spice,"Hotel Inner Circle,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Bakery and Confectionary",4.2,126,800,Telangana
3274,3274,Barbeque Nation,"ANR Center,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Barbecue,  North Indian,  Mediterranean",4.3,808,1400,Telangana
3275,3275,Platform 65,"PNR Empire,Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",4.0,1339,1200,Telangana
3276,3276,Hashi Izakaya - Asian Bar & Kitchen,"Country Club Complex,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  Chinese,  Thai,  Japanese,  Asian",4.1,54,1500,Telangana
3277,3277,Eagles Pizza,"Ohud Building,Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Pizza,  Italian,  Ice Cream,  Fast Food",3.9,38,600,Telangana
3278,3278,Jewel Of Nizam,"The Golkonda Hotel,Masab Tank, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mughlai,  Hyderabadi",4.1,70,2600,Telangana
3279,3279,Rocket Fuel Cafe,"Somajiguda, Central East Hyderabad", Central East Hyderabad,Hyderabad,Fast Food,4.2,68,800,Telangana
3280,3280,Cream Stone,"SP Road, Secunderabad", Secunderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.3,35,400,Telangana
3281,3281,ABs - Absolute Barbecues,"Inorbit Mall,Madhapur, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.4,949,1200,Telangana
3282,3282,Taco Bell,"Next Galleria Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  Tex Mex",4.4,99,500,Telangana
3283,3283,Okra,"Hyderabad Marriott Hotel and Convention Centre,Tank Bund, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental",4.3,230,2500,Telangana
3284,3284,Ohri's Eatmor,"White House,Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Fast Food,  Rajasthani,  Finger Food,  Street Food,  Desserts,  Ice Cream",4.2,380,800,Telangana
3285,3285,Fonce,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Fast Food,  Coffee",4.4,8,1000,Telangana
3286,3286,Hard Rock Cafe,"GVK One Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  Continental,  American,  Modern Indian",4.3,329,2400,Telangana
3287,3287,Taco Bell,"L and T Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  Tex Mex",4.3,4,500,Telangana
3288,3288,Chinese Pavilion,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Chinese,  Seafood",4.4,177,1400,Telangana
3289,3289,NorFest - The Dhaba,"Next Galleria Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,North Indian,4.3,89,800,Telangana
3290,3290,Country Oven,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Fast Food,  Bakery and Confectionary,  Italian,  Chinese",5.0,4,800,Telangana
3291,3291,IQ Bar,"Mercure Hyderabad KCP,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Asian,  Finger Food",4.2,39,2500,Telangana
3292,3292,Cream Stone,"Khairatabad, Central Hyderabad", Central Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.0,1,400,Telangana
3293,3293,Rayalaseema Ruchulu,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Andhra,  North Indian,  South Indian,  Biryani",4.1,207,1200,Telangana
3294,3294,Cayenne,"Mercure Hyderabad KCP,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian,  Asian",3.9,87,2000,Telangana
3295,3295,Arena,"Taj Deccan Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Hyderabadi",4.1,616,3000,Telangana
3296,3296,Ohri's - Eatmor,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Fast Food",4.2,252,1100,Telangana
3297,3297,Bidri,"Hyderabad Marriott Hotel and Convention Centre,Tank Bund, Central Hyderabad", Central Hyderabad,Hyderabad,"Andhra,  Hyderabadi,  Kashmiri,  Lucknowi",4.5,70,3000,Telangana
3298,3298,Tabla,"Bhaskar Plaza,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood,  Andhra,  Biryani",4.1,232,1800,Telangana
3299,3299,Saffron Soul,"Marigold Hotel,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Seafood",4.3,129,1300,Telangana
3300,3300,Viva,"Vivanta By Taj Hotel,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  South Indian",4.1,251,2300,Telangana
3301,3301,Almond House,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Mithai,  Street Food,  Desserts",5.0,2,500,Telangana
3302,3302,Manu Bakers Delight,"Begumpet, Secunderabad", Secunderabad,Hyderabad,"Bakery and Confectionary,  Fast Food",4.7,4,400,Telangana
3303,3303,Up & Above,"SNS Arcade,PG Road, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  Fast Food",4.0,212,1300,Telangana
3304,3304,Masala Republic,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"Italian,  Continental,  North Indian",4.0,121,1100,Telangana
3305,3305,Huber and Holly,"Mayfair Building,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Ice Cream,  Desserts",4.0,43,1000,Telangana
3306,3306,Onesta,"ANR Center,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Italian,  Pizza,  Fast Food",4.3,121,900,Telangana
3307,3307,Fishland Restaurant,"Hotel Savera,Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Seafood",4.1,77,700,Telangana
3308,3308,Santosh Family Dhaba,"Kamala Towers,Begumpet, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese",5.0,4,800,Telangana
3309,3309,Spice 6 - The Global Dining,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Lebanese",4.2,115,1400,Telangana
3310,3310,Encounters,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Continental,  South Indian",4.3,126,3000,Telangana
3311,3311,Tortilla's,"Next Galleria Mall,Panjagutta, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mexican,  Fast Food",3.7,46,400,Telangana
3312,3312,Tatva,"SP Road, Secunderabad", Secunderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  European,  Mughlai",4.3,48,1500,Telangana
3313,3313,Indulge Ice Cream,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Ice Cream,  Desserts",5.0,1,300,Telangana
3314,3314,Gappe Vappe,"Sanai Plaza,Begumpet, Secunderabad", Secunderabad,Hyderabad,"Street Food,  Fast Food",5.0,2,500,Telangana
3315,3315,Ohri's - Ming's Court,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"Chinese,  Seafood",4.4,285,1300,Telangana
3316,3316,Golden Dragon,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Chinese,4.1,34,3500,Telangana
3317,3317,Curry Pot,"PG Road, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese",4.4,34,700,Telangana
3318,3318,The Joint Bar & Cafe,"The Joint,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Drinks,4.2,87,700,Telangana
3319,3319,Vivaha Bhojanambu,"CVK Park square,Kalasiguda, Secunderabad", Secunderabad,Hyderabad,Andhra,4.1,234,1000,Telangana
3320,3320,Aromas of Asia,"City Centre Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Chinese,  Seafood",4.3,128,1500,Telangana
3321,3321,Saudi Arabian Restaurant,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Arabian,  Mughlai",4.1,30,700,Telangana
3322,3322,Almond House,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mithai,  Street Food,  Desserts",5.0,1,500,Telangana
3323,3323,Firdaus,"Taj Krishna Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Hyderabadi,4.2,49,3100,Telangana
3324,3324,Sanjos Donuts,"GVK One Mall,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Fast Food",3.9,13,400,Telangana
3325,3325,Heart Cup Coffee,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",4.1,654,2000,Telangana
3326,3326,Air Live,"Odyssey Mall,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  Asian",4.0,552,2100,Telangana
3327,3327,Indulge Ice Cream,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Ice Cream,  Desserts",5.0,1,300,Telangana
3328,3328,Altitude Lounge Bar,"Hyderabad Marriott Hotel and Convention Centre,Tank Bund, Central Hyderabad", Central Hyderabad,Hyderabad,Continental,4.1,34,3000,Telangana
3329,3329,Subway,"Mayfair Complex,SP Road, Secunderabad", Secunderabad,Hyderabad,Health Food,3.8,2,400,Telangana
3330,3330,Clove - The Platinum Hotel,"The Platinum Hotel,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Italian,  Continental",4.1,328,800,Telangana
3331,3331,Apsara Ice Creams,"Begumpet, Secunderabad", Secunderabad,Hyderabad,"Ice Cream,  Desserts",4.0,14,300,Telangana
3332,3332,Insomnia,"Jaya Chambers,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Finger Food,  North Indian,  Italian,  Chinese",4.1,242,2300,Telangana
3333,3333,Cuiscent,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",4.0,144,1000,Telangana
3334,3334,Express By AB's,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Barbecue",3.8,4,600,Telangana
3335,3335,Cheesiaano Pizza,"PG Road, Secunderabad", Secunderabad,Hyderabad,"Italian,  Pizza,  Fast Food",4.0,47,500,Telangana
3336,3336,"Haiku,The Asian Kitchen","Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Asian,  Thai,  Japanese,  Indonesian",4.4,275,1500,Telangana
3337,3337,Ohris Eatmor,"Ohri's Banjara,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Fast Food,  Desserts",4.0,360,1200,Telangana
3338,3338,Ocean's Basket,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian",4.4,91,1600,Telangana
3339,3339,Sync Restro Bar,"Best Western Ashoka,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Andhra",4.3,20,1600,Telangana
3340,3340,Bar 41,"Radisson Blu Plaza Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,Finger Food,4.6,18,2400,Telangana
3341,3341,Touch of Class,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Seafood",3.9,10,1000,Telangana
3342,3342,Ghrelin Cafe and Patisserie,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Italian,  Desserts",4.4,45,600,Telangana
3343,3343,Huber and Holly,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"Ice Cream,  Fast Food,  Desserts",4.4,97,1000,Telangana
3344,3344,Chill & Terrace,"Radisson Blu Plaza Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Continental,  South Indian",4.0,265,2400,Telangana
3345,3345,Telangana Spice Kitchen,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"North Indian,  Chinese,  Mughlai",4.2,339,1500,Telangana
3346,3346,High Spirits Bar,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,Finger Food,3.8,23,1100,Telangana
3347,3347,Cups & Plates,"Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  European",3.7,17,1000,Telangana
3348,3348,A Bleu Basil,"Far East Plaza,Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian,  Fast Food",4.1,200,1000,Telangana
3349,3349,Ohri's - Silver Metro,"Ohri's Cuisine Court,Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Continental,  Mughlai",4.3,222,1100,Telangana
3350,3350,Biryanis And More,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Chinese,  Biryani",4.2,66,1000,Telangana
3351,3351,ABs - Absolute Barbecues,"Apurupa Silpi,Gachibowli, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Barbecue,  Seafood",4.4,1335,1200,Telangana
3352,3352,Level Lounge,"The Central Court Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Finger Food,  Chinese",3.8,13,1500,Telangana
3353,3353,Mid Land Bakers & Confectioners,"Ameerpet, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Bakery and Confectionary,  Desserts,  Ice Cream,  Fast Food",3.1,4,400,Telangana
3354,3354,Bikanervala,"Basheerbagh, Central Hyderabad", Central Hyderabad,Hyderabad,"Street Food,  Desserts,  Mithai,  North Indian,  Chinese",4.2,179,1000,Telangana
3355,3355,Lobby Lounge,"Taj Banjara Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Continental",4.1,13,3000,Telangana
3356,3356,Waterside Cafe,"Taj Banjara Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"North Indian,  Continental",3.8,28,3000,Telangana
3357,3357,Cassia,"Hampshire Plaza Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"Continental,  North Indian,  Italian,  Chinese",3.5,13,1000,Telangana
3358,3358,Eagle Restaurant & Bar,"Shree Venkateshwara Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  South Indian",3.6,19,1400,Telangana
3359,3359,Kebab E Bahar,"Taj Banjara Hotel,Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Mughlai,  Hyderabadi",4.0,35,3200,Telangana
3360,3360,Amantran,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,Bengali,3.4,2,300,Telangana
3361,3361,So. The Sky Kitchen,"Aryan's Building,Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Asian",4.1,425,1800,Telangana
3362,3362,Hydrate - The Bar,"Hampshire Plaza Hotel,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,North Indian,3.1,4,1500,Telangana
3363,3363,Lazeez Khaana,"Himayath Nagar, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Mughlai",4.4,12,900,Telangana
3364,3364,Cream Stone,"Banjara Hills, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Desserts,  Ice Cream,  Shakes",4.2,17,400,Telangana
3365,3365,Dakshina Mandapa,"Taj Tristar Hotel,SD Road, Secunderabad", Secunderabad,Hyderabad,"North Indian,  Chinese,  South Indian",4.0,46,700,Telangana
3366,3366,Four Square,"Best Western Ashoka,Lakdi-Ka-Pul, Central Hyderabad", Central Hyderabad,Hyderabad,"North Indian,  Chinese,  Continental,  South Indian",3.4,6,1200,Telangana
3367,3367,Hotel Shadab,"SR Nagar, Central East Hyderabad", Central East Hyderabad,Hyderabad,"Multi-Cuisine,  North Indian,  Chinese,  Mughlai,  Hyderabadi,  Biryani",4.3,173,900,Telangana
